Company Name,Ticker,Financials,,,,,,,,,Valuation,,,,,,,Growth,,,,,Risk,,,,,,News,,,Outlook,,,,,,,,Buffett,,,,,,Technical,,,Sentiment,,,Extras,,,,Composites,,,,
,,Score,Gross Margins (norm),Operating Margins (norm),Net Margins (norm),Revenue Growth (norm),Earnings Growth (norm),FCF Margin (norm),Debt/Equity (lower-better norm),,Score,Trailing P/E (lower-better norm),Forward P/E (lower-better norm),P/B (lower-better norm),EV/EBITDA (lower-better norm),Dividend Yield (norm),,Score,Earnings Growth (norm),Revenue Growth (norm),Return on Equity (norm),,Score,Debt/Equity (lower-better norm),Current Ratio (norm),Quick Ratio (norm),Beta (lower-better norm),,Score,Target Premium (norm),,Score,P/E (lower-better norm),P/B (lower-better norm),Dividend Yield (norm),FCF Margin (norm),EPS Growth (norm),Debt/Equity (lower-better norm),,Score,Dividend Yield (norm),Debt/Equity (lower-better norm),Return on Equity (norm),FCF Margin (norm),,Score,Change % (norm),,Score,Recommendation Mean (lower-better norm),,FCF Yield,ROIC/ROE,Interest Coverage,Composite_ST_LR,Composite_ST,Composite_LT_LR,Composite_LT
,,Score agregado [0..1] do grupo,Normalized [0..1], higher better; gross margins; good ~20%-60%,Normalized [0..1], higher better; operating margins; good ~5%-30%,Normalized [0..1], higher better; net margins; good ~2%-25%,Normalized [0..1] of revenue growth ×4; higher better,Normalized [0..1] of earnings growth ×4; higher better,Normalized [0..1] of free cash flow margin ×4; higher better,Normalized [0..1], lower D/E is better; range ~0.15–2.0,,Score agregado [0..1] do grupo,Normalized [0..1], lower better; range ~6–35,Normalized [0..1], lower better; range ~6–35,Normalized [0..1], lower better; range ~0.7–6,Normalized [0..1], lower better; range ~4–20,Normalized [0..1] of dividend yield ×4; higher better,,Score agregado [0..1] do grupo,Normalized [0..1] of earnings growth ×4; higher better,Normalized [0..1] of revenue growth ×4; higher better,Normalized [0..1], higher better; range ~5%–25%,,Score agregado [0..1] do grupo,Normalized [0..1], lower D/E is better; range ~0.15–2.0,Normalized [0..1], higher better; range ~1.2–3.0,Normalized [0..1], higher better; range ~1.0–2.5,Normalized [0..1], lower beta is better; range ~0.8–2.0,,Score agregado [0..1] do grupo,Normalized [0..1] of (targetMeanPrice - price)/price; higher better; range ~5%–30%,,Score agregado [0..1] do grupo,Normalized [0..1], lower better; range ~6–35; uses Fwd/Trailing,Normalized [0..1], lower better; range ~0.7–6,Normalized [0..1] of dividend yield ×4; higher better,Normalized [0..1] of free cash flow margin ×4; higher better,Normalized [0..1] of earnings growth ×4; higher better,Normalized [0..1], lower D/E is better; range ~0.15–2.0,,Score agregado [0..1] do grupo,Normalized [0..1] of dividend yield ×4; higher better,Normalized [0..1], lower D/E is better; range ~0.15–2.0,Normalized [0..1], higher better; range ~10%–30%,Normalized [0..1] of free cash flow margin ×4; higher better,,Score agregado [0..1] do grupo,Normalized [0..1] of recent change %; higher better; range ~-2%–+5%,,Score agregado [0..1] do grupo,Normalized [0..1], lower better; range ~1.0–4.0,,Free cash flow divided by market cap; raw ratio,Return on assets or equity; raw value,Ability to cover interest expenses; raw value,Short-term (low risk) weighted composite,Short-term momentum/valuation composite,Long-term (low risk) weighted composite,Long-term growth/quality composite
"CleanSpark, Inc.","CLSK","1.8013750000000002","0.801375","1","","1","","0","0","","1.1625333018867923","","0","0.6370333018867924","0.5255","","","1.60435","","1","0.6043499999999999","","1","0","1","0","0","","0.11409980039920181","0.11409980039920181","","0.16380856334231803","0","0.6370333018867924","","0","","0","","0.35435","","0","0.35435","0","","0.8488442857142857","0.8488442857142857","","0.8055566666666667","0.8055566666666667","","-0.059383680413533084","0.0714","","1.1323911103773585","1.0883759026744355","1.0197608516172507","1.1039392079514827"
"Old Dominion Freight Line, Inc.","ODFL","0.6954635628561836","0.48474999999999996","0.8169600000000001","","0","0","0.39375356285618346","0","","0.6174115344827585","","0.34067403448275857","0","0.24393749999999992","0.0328","","1","0","0","1","","0.9053333333333335","0","0.09833333333333336","0.1353333333333334","0.6716666666666667","","0.49432163313261873","0.49432163313261873","","0.14975992890031994","0.34067403448275857","0","0.0328","0.39375356285618346","0","0","","1.2391035628561835","0.0328","0","0.8125500000000001","0.39375356285618346","","0.4846143","0.4846143","","0.5066666666666666","0.5066666666666666","","0.01939355020186478","0.16429001","","0.6784830190819586","0.6702768563523434","0.8070693493000134","0.7261001181426663"
"Teradyne, Inc.","TER","0.9794166180540602","0.9783748999999999","0.39492","","0","0","0.6061217180540603","0","","0.17684903408275868","","0.16284903448275867","0","0","0.0139999996","","0.59259995","0","0","0.59259995","","0.9101111111111111","0","0.6361111111111112","0.12399999999999996","0.1499999999999999","","0","0","","0.14660869678793778","0.16284903448275867","0","0.0139999996","0.6061217180540603","0","0","","0.9627216676540604","0.0139999996","0","0.34259995000000004","0.6061217180540603","","1","1","","0.6078433333333333","0.6078433333333333","","0.019360124358805776","0.092489995","","0.6574197826436288","0.5710258548399099","0.7577158493431628","0.5871656834573306"
"Lumentum Holdings Inc.","LITE","0.4422390123567781","0.32384995","0","","1","","0.11838906235677811","0","","0.35758758620689657","","0.35758758620689657","0","0","","","1","","1","0","","2.4783333333333335","0","1","1","0.4783333333333334","","0","0","","0.1428275716996247","0.35758758620689657","0","","0.11838906235677811","","0","","0.11838906235677811","","0","0","0.11838906235677811","","1","1","","0.7894733333333334","0.7894733333333334","","0.004276187588323924","-0.029059999","","1.0856274561930424","0.7535660817385743","0.7258565310638917","0.6803236943113262"
"Ross Stores, Inc.","ROST","-0.013113765870319649","0.31617499999999993","0.261759984","","0.184","0","0.2249512501296805","0","","0.6683039310344827","","0.4323039310344827","0","0.19399999999999995","0.042","","1.184","0","0.184","1","","0.8902777777777777","0","0.20944444444444443","0","0.6808333333333333","","0","0","","0.1406380898509287","0.4323039310344827","0","0.042","0.2249512501296805","0","0","","1.2669512501296805","0.042","0","1","0.2249512501296805","","0.9685185714285713","0.9685185714285713","","0.77193","0.77193","","0.02401867876947339","0.11054","","0.60165222904584","0.6254404099415648","0.605168636967145","0.6374733572420401"
"Bitdeer Technologies Group","BTDR","0","0","0","","1","","0","0","","1.427700448275862","","0.42770044827586207","0","1","","","1","","1","0","","0","0","0","0","0","","0.6834562347188267","0.6834562347188267","","0.13442014088669949","0.42770044827586207","0","","0","","0","","0","","0","0","0","","1","1","","0.9444433333333333","0.9444433333333333","","-0.09632989271063243","-0.105340004","","0.5203671261576355","0.8094435472767896","0.22759708133004924","0.4910390954187192"
"Vital Farms, Inc.","VITL","0.9859493775732164","0.440975","0.31512","","1","0","0.22985437757321636","0","","0.3176793331164608","","0.3161560689655173","0.001523264150943504","0","","","1.6906499499999998","0","1","0.6906499499999998","","2.290277777777778","0","0.7127777777777778","0.6766666666666667","0.9008333333333334","","0.9668912415784403","0.9668912415784403","","0.12636626213950292","0.3161560689655173","0.001523264150943504","","0.22985437757321636","0","0","","0.6705043275732163","","0","0.44064995","0.22985437757321636","","0","0","","0","","","0.020358081684584306","0.11282","","1.0608621658410422","0.8549711964296415","0.981754976902244","0.9888557259451123"
"Exact Sciences Corporation","EXAS","0.8308320414107204","1","0","","0.64","","0.19083204141072027","0","","0.2738379245283019","","0","0.2738379245283019","0","","","0.64","","0.64","0","","2.491833333333333","0","0.9383333333333332","0.9226666666666666","0.6308333333333332","","0.3318315363881404","0.3318315363881404","","0.11948656267003425","0","0.2738379245283019","","0.19083204141072027","","0","","0.19083204141072027","","0","0","0.19083204141072027","","0.5354814285714286","0.5354814285714286","","0.8939400000000001","0.8939400000000001","","0.012480809935804447","-0.01393","","1.0796726885383658","0.6951386368495236","0.8483486343888115","0.6594059469698015"
"Starbucks Corporation","SBUX","0.6061332717274943","0.09347499999999996","0.1804","","0.152","0","0.18025827172749437","","","0.2864390689655173","","0.1624390689655173","","0","0.124","","0.152","0","0.152","","","0.835","","0","0","0.835","","0.6481819317755841","0.6481819317755841","","0.11866154869051829","0.1624390689655173","","0.124","0.18025827172749437","0","","","0.30425827172749437","0.124","","","0.18025827172749437","","0.5715742857142856","0.5715742857142856","","0.5523800000000001","0.5523800000000001","","0.01817506467278099","0.07566","","0.5199600050273586","0.4803719049096982","0.47973656466400133","0.33985065160117955"
"Costco Wholesale Corporation","COST","-0.15026780783298443","0","0","","0.324","0.44","0.08573219216701554","0","","0.0224","","0","0","0","0.0224","","1.764","0.44","0.324","1","","0.8633333333333334","0","0","0","0.8633333333333334","","0.3336128094403356","0.3336128094403356","","0.0973197945900628","0","0","0.0224","0.08573219216701554","0.44","0","","1.1081321921670155","0.0224","0","1","0.08573219216701554","","0.37096657142857137","0.37096657142857137","","0.6759266666666666","0.6759266666666666","","0.014227763021981756","0.08833","","0.36957507503526654","0.45822839786015035","0.4177113518175315","0.6309169499014506"
"Hut 8 Corp.","HUT","1.27895","0.58695","1","","0.692","","0","0","","0.7459321698113208","","0","0.36830716981132083","0.377625","","","1.1894999999999998","","0.692","0.49749999999999994","","0.3383333333333333","0","0.3383333333333333","0","","","0","0","","0.09470755795148249","0","0.36830716981132083","","0","","0","","0.24749999999999997","","0","0.24749999999999997","0","","1","1","","0","","","-0.004901179683042672","0.13324","","0.7127187982479783","0.7905838757861636","0.6345872479335131","0.742579670395328"
"Axon Enterprise, Inc.","AXON","1.4390123395604522","1","0","","1","0","0.43901233956045227","0","","0","","0","0","0","","","1.45005","0","1","0.45004999999999995","","2.460833333333333","0","0.9733333333333333","1","0.48749999999999993","","0.8080752112676057","0.8080752112676057","","0.08979797854645614","0","0","","0.43901233956045227","0","0","","0.6390623395604522","","0","0.20004999999999998","0.43901233956045227","","0.4273455785714285","0.4273455785714285","","0.7962966666666667","0.7962966666666667","","0.004709240685332622","0.00245","","1.1502693236238786","0.8861230816718276","1.092615751279561","0.9782641309107603"
"Applied Optoelectronics, Inc.","AAOI","0.22205000000000008","0.22205000000000005","0","","1","","0","0","","1.3325172641509435","","0","0.3325172641509434","1","","","1","","1","0","","0.6904444444444444","0","0.5077777777777778","0.18266666666666667","0","","0","0","","0.08550443935309972","0","0.3325172641509434","","0","","0","","0","","0","0","0","","1","1","","0","","","-0.15109848094190095","-0.05233","","0.7432230933063793","0.7854812604821805","0.4131319224468404","0.5804329219377059"
"Symbotic Inc.","SYM","0.3205901002821796","0","0","","1","","0.3205901002821797","0","","1","","0","0","1","","","1","","1","0","","0","0","0","0","0","","0","0","","0.08243745435827478","0","0","","0.3205901002821797","","0","","0.3205901002821797","","0","0","0.3205901002821797","","1","1","","0.4666666666666667","0.4666666666666667","","0.004221523021310852","-0.02517","","0.4723617654922634","0.6480885150423269","0.3345683005910262","0.5126645209563089"
"American Superconductor Corporation","AMSC","0.8582029411764707","0.23385000000000006","0.11199999999999999","","1","","0","0.4708108108108109","","0","","0","0","0","","","1.0707","","1","0.0707","","2.466144144144144","0.4708108108108109","1","0.9953333333333333","0","","0.19608055871365898","0.19608055871365898","","0.08071042471042472","0","0","","0","","0.4708108108108109","","0.4708108108108109","","0.4708108108108109","0","0","","1","1","","1","1","","-0.006602855175630453","0.02239","","1.0730898739495798","0.7653619393979338","0.8764634563555153","0.7491531686728746"
"Arm Holdings plc","ARM","0.9595782544106886","1","0.233040024","","0.484","0","0.24253823041068837","0","","0","","0","0","0","","","0.78570005","0","0.484","0.30170005","","2","0","1","1","0","","0","0","","0.04961009258400444","0","0","","0.24253823041068837","0","0","","0.29423828041068834","","0","0.05170004999999999","0.24253823041068837","","1","1","","0.6068366666666667","0.6068366666666667","","0.001371960744959395","0.055209998","","0.9361616626405381","0.6617917456616034","0.7663940556842791","0.6276865099400075"
"Alnylam Pharmaceuticals, Inc.","ALNY","0.8312602175117654","1","0","","0.692","","0.13926021751176532","0","","1","","0","0","1","","","0.692","","0.692","0","","2.8894444444444445","0","0.8894444444444445","1","1","","0","0","","0.03580977021731108","0","0","","0.13926021751176532","","0","","0.13926021751176532","","0","0","0.13926021751176532","","0.43457714285714283","0.43457714285714283","","0.7111099999999999","0.7111099999999999","","0.001406400976309407","-0.02626","","1.3647240681431319","0.8543489056426379","1.015662985542091","0.7992844637414362"
"Credo Technology Group Holding Ltd","CRDO","1.995386215219612","1","0.8892","","1","","0.1044215093372595","0.001621621621621605","","0","","0","0","0","","","1.68760005","","1","0.6876000499999998","","2.001621621621622","0.001621621621621605","1","1","0","","0.06760693795863915","0.06760693795863915","","0.027129237536144712","0","0","","0.1044215093372595","","0.001621621621621605","","0.5436431809588811","","0.001621621621621605","0.43760004999999996","0.1044215093372595","","1","1","","0.8809533333333334","0.8809533333333334","","0.0006041464491032669","0.091280006","","1.1866566557840237","0.9627511426388998","1.137563907883543","1.0809295833092016"
"Cipher Mining Inc.","CIFR","-0.23007500000000003","0.033925","0","","0.736","","0","0","","0.07563965517241389","","0.07563965517241389","0","0","","","0.736","","0.736","0","","1.1526666666666667","0","1","0.15266666666666673","0","","0","0","","0.023772463054187218","0.07563965517241389","0","","0","","0","","0","","0","0","0","","1","1","","0.8205133333333333","0.8205133333333333","","-0.03798843352320054","-0.07676","","0.45787216009852216","0.41006533045977017","0.17523402791461418","0.2693521075533662"
"Ramaco Resources, Inc.","METC","-0.943080492258474","0","0","","0","","0.05691950774152596","0","","0.0208","","0","0","0","0.0208","","0","","0","0","","0.6911111111111111","0","0.08944444444444447","0","0.6016666666666667","","0","0","","0.015538428528627649","0","0","0.0208","0.05691950774152596","","0","","0.07771950774152596","0.0208","0","0","0.05691950774152596","","1","1","","1","1","","0.002850301090360021","-0.020450002","","0.1254710777345013","0.13284903727234004","-0.12059820566707571","-0.10550535086070555"
"MercadoLibre, Inc.","MELI","1.07459996","0.7886000000000001","0.28599996","","1","0","0","0","","0.054581724137931054","","0.054581724137931054","0","0","","","2","0","1","1","","0.44666666666666666","0","0","0","0.44666666666666666","","1","1","","0.013645431034482763","0.054581724137931054","0","","0","0","0","","1","","0","1","0","","0.5685271428571428","0.5685271428571428","","0.8589733333333334","0.8589733333333334","","-0.03464462646219909","0.06996","","0.5207826804236454","0.783207520272578","0.6712651230574713","0.8705030034942529"
"Tesla, Inc.","TSLA","-0.9396732059391295","0","0","","0","0","0.060326794060870485","0","","0","","0","0","0","","","0.15884999999999996","0","0","0.15884999999999996","","0.7043333333333333","0","0.46499999999999997","0.23933333333333331","0","","0","0","","0.01233957151245078","0","0","","0.060326794060870485","0","0","","0.060326794060870485","","0","0","0.060326794060870485","","1","1","","0.48148","0.48148","","0.0009647736824249536","0.0296","","0.13254181596341913","0.15330985244246392","-0.12471963944860945","-0.06928821414591539"
"IREN Limited","IREN","1.1051199999999999","1","0.10511999999999999","","1","","0","0","","0","","0","0","0","","","1.04825","","1","0.048249999999999994","","2","0","1","1","0","","0","0","","0","0","0","","0","","0","","0","","0","0","0","","1","1","","0.7948733333333333","0.7948733333333333","","-0.06428088689316319","0.0062800003","","0.9734364999999999","0.7230055","0.731536","0.6830864999999999"
"Webull Corporation","BULL","1","1","0","","1","","","0","","0","","0","0","","","","1","","1","0","","1.2792222222222223","0","0.08055555555555556","0.19866666666666669","1","","1","1","","0","0","0","","","","0","","0","","0","0","","","0.7117799999999999","0.7117799999999999","","0","","","","-0.00801","","0.7049446666666667","0.7202782222222223","0.5558444444444445","0.5779222222222222"
"Liquidia Corporation","LQDA","1","1","0","","1","","0","0","","1","","0","0","1","","","1","","1","0","","2.6115555555555554","0","0.718888888888889","0.8926666666666666","1","","1","1","","0","0","0","","0","","0","","0","","0","0","0","","0.6366999999999999","0.6366999999999999","","0.7777766666666667","0.7777766666666667","","-0.03486376551036616","-0.39741","","1.3471366666666664","1.0884955555555555","0.972311111111111","0.8611555555555555"
"DoorDash, Inc.","DASH","0.7972699250000002","0.775949925","0.02531999999999998","","0.996","","0","0","","0","","0","0","0","","","1.228","","0.996","0.23199999999999998","","0.914","0","0.485","0.18400000000000002","0.245","","0.1596241591108517","0.1596241591108517","","0","0","0","","0","","0","","0","","0","0","0","","0.6884771428571428","0.6884771428571428","","0.7479666666666667","0.7479666666666667","","-0.006639062359453","0.02545","","0.5639016992857143","0.5568295411880564","0.4219809775000001","0.557853985"
"Nukkleus Inc.","NUKK","0","0","0","","","","","","","0","","","","","","","0","","","","","1","","0","0","1","","0","","","-Infinity","","","","","","","","0","","","","","","1","1","","0","","","","","","-Infinity","0.30000000000000004","-Infinity","-Infinity"
Top_Financials,MPWR,NVDA,RMBS,PTC,ADI,PLTR,KLAC,LRCX,AVGO,VRSN
Top_Valuation,JD,PDD,TNXP,SIRI,MRNA,LKQ,BEAM,RIVN,BIDU,LCID
Top_Growth,NVDA,PSIX,MPWR,TMDX,LRCX,KLAC,HOOD,META,RMBS,PCTY
Top_Risk,VKTX,MNST,MPWR,CRMD,TNXP,USAR,SMMT,SNDX,ANAB,KALV
Top_News,BULL,JD,POWI,PSIX,ENVX,SMMT,GDS,NTLA,SNDX,UPST
Top_Outlook,USAR,SMLR,BIDU,WBD,SYRE,VKTX,TNXP,QRVO,CRMD,NTES
Top_Buffett,MPWR,CRMD,PAYX,AMGN,GILD,MNST,VRSK,NVDA,ADBE,NFLX
Top_Technical,RGTI,TSLA,CRML,CIFR,SOUN,ONDS,USAR,IREN,EOSE,MARA
Top_Sentiment,USAR,METC,AMSC,PONY,CENX,RGTI,SYRE,SNDX,BTDR,SPRY
Top_Composite,USAR,SMLR,BIDU,WBD,SYRE,VKTX,TNXP,QRVO,CRMD,NTES
Top_Composite_ST_LR,NTES,CRMD,MPWR,PDD,MNST,BIIB,REGN,RMBS,ADI,ANAB
Top_Composite_ST,NTES,CRMD,MPWR,PDD,MU,ADI,QCOM,NVDA,RMBS,AVGO
Top_Composite_LT_LR,MPWR,CRMD,NTES,MNST,NVDA,RMBS,KLAC,AMGN,ADI,PDD
Top_Composite_LT,MPWR,NTES,CRMD,NVDA,KLAC,RMBS,MNST,LRCX,META,AVGO
